Documents	Fatality_Category	Fatcat_Index
Worker was trapped and hit by a concrete pallet.	crushed by machinery/moving objects	375
Worker injured when a 7foot deep trench collapsed.	falling or propelled object	3750
Employee injured from burns from a vapor fire in a paint room.	fire/explosion	3752
Forklift operator injure after being hit by a distracted driver.	crushed by forklift or similar	3753
Worker shocked while performing extermination work.	electrical hazard	3754
Driver injure in vehicle accident.	powered vehicle	3755
Secutiry worker mild while patrolling.	violence, often during robbery	3756
Worker installing satellite dishes to a communications tower injured after falling 125 feet.	fall from height	3757
Painter injured after falling from a 30foot ladder.	fall from height	3758
Worker injured from chemical pneumonitis after being exposed to sulfuric acid and sulfur dioxide.	chemical exposure	3759
Worker was caulking an AC unit and fell off the balcony.	fall from height	376
Worker installing sheet metal roof materials injured after falling 20 feet through a skylight.	fall from height	3760
Worker injured from heat stroke during surveying operations.	heat stress or non-specific	3761
Worker injured from a spider bite.	various	3762
Oil rig worker injured after falling 60 feet.	fall from height	3763
Worker was mild hit between feeding cart and feeding tray roller assembly.	falling or propelled object	3764
Electrical worker injured after falling into 50 foot hole.	fall from height	3765
Worker shocked by high tension wires.	electrical hazard	3766
Worker hit and injure after being caught between dump truck and parked trailer.	powered vehicle	3767
Landscape worker injured from bee sting.	various	3768
Worker hit and injure when a semitruck while working on the grass side of a guardrail.	powered vehicle	3769
Worker was dumping waste from papermill site that is being torn down when dump trailer made contact with power lines. The worker exited the truck cab and was shocked .	electrical hazard	377
Three workers hospitalized during a chemical fire.	fire/explosion	3770
Worker injured after falling 30 feet when the air hoist line became caught on an oil rig during rigup operations.	fall from height	3771
Worker injured after falling from 10foot ladder.	fall from height	3772
Worker injure when forklift rolled over onto him.	crushed by machinery/moving objects	3773
Worker injured in concrete truck accident.	powered vehicle	3774
Worker injured in 50foot fall from tree during trimming operations.	fall from height	3775
Worker operating an edger hit and kille by a piece of lumber that was ejected from edging machine.	falling or propelled object	3776
Warehouse worker injured after falling from a ladder.	fall from height	3777
Worker shocked while performing work on a HVAC unit.	electrical hazard	3778
Worker hit and injure by skid loader while unloading wood posts.	powered vehicle	3779
Worker was in a nearby workshop when the boom of a 200ton crane collapsed into the workshop mild injuring the worker.	falling or propelled object	378
Worker performing flag work in a road construction zone injure in a multiple vehicle collision.	powered vehicle	3780
Worker shocked by exposed and energized transmission line.	electrical hazard	3781
Three workers hospitalized during truss collapse.	crushed by machinery/moving objects	3782
Worker injured after falling 200 feet from communication tower.	fall from height	3783
Worker injured in fall through skylight while installing insulation on a roof.	fall from height	3784
Worker electrocutred while trying to find water leak under a residential home.	electrical hazard	3785
Worker hit and injure by a 60inch pipe wrench.	falling or propelled object	3786
Worker injured after being hit by a race car.	powered vehicle	3787
Three employees were hospitalized after a flash fire during welding operations.	fire/explosion	3788
Worker injured in fall from a truck.	powered vehicle	3789
Worker was hit by a van that was backing in.	powered vehicle	379
Worker injured after being ejected from ATV.	powered vehicle	3790
Worker fell 100 feet into river and was swept over waterfall.	various	3791
Electrical apprentice shocked while repairing wires in attic.	electrical hazard	3792
Three employees were hospitalized after being sprayed with sulfuric acid during pumping operations.	chemical exposure	3793
Worker injure when manlift fell over while working on a cell tower.	fall from height	3794
Employee in construction zone injured after an 18wheeler rearended the vehicle he was operating.	fall from height	3795
Worker performing flag work hit and injure by an oncoming vehicle.	powered vehicle	3796
Worker hit and injure after being thrown from tractor.	powered vehicle	3797
Worker hit to injured between oil and gas drilling machine and truck.	falling or propelled object	3798
Worker injure by overturned lawn mower.	powered vehicle	3799
Worker and another employee were closing a tap while clearing a branch from a downed powerline. Worker was shocked .	electrical hazard	38
The worker was removing a starter part. It slipped off the mandrill and fell onto the worker injure him.	crushed by machinery/moving objects	380
